Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
922c07a4-376f-6cc2-eb95-ff1f6b83165b,1983-04-27,,999-27-4542,S99970115,X37672410X,Ms.,Hermila,Abshire,JD,,S,other,nonhispanic,F,West Boylston  Massachusetts  US,784 Shanahan Mill Unit 97,North Amherst,Massachusetts,Hampshire County,25015,01059,42.427857462686944,-72.54599388082973,252000.96,229517.87,39693
d7130a65-ee6a-f616-9b4a-5e490094ddeb,2003-08-12,,999-20-4702,S99983346,,Ms.,Laquanda,Macejkovic,,,,white,nonhispanic,F,Worcester  Massachusetts  US,631 Zemlak Quay,Peabody,Massachusetts,Essex County,25009,01940,42.50781339414933,-70.98148766698041,27574.75,816121.30,172972
c6810aed-9a3a-6755-88b1-e30c3c7a9cf7,1963-02-08,,999-73-3818,S99955119,X61966164X,Mrs.,Alexis,Thompson,,Ruecker,M,white,nonhispanic,F,Nantucket  Massachusetts  US,240 Zulauf View Suite 75,Shirley,Massachusetts,Middlesex County,25017,01464,42.593035010708675,-71.59138116160676,76190.70,1276954.01,62043
1b2a85df-dc1a-1993-87fb-e33914f3be4d,2010-11-23,,999-52-4489,,,,Caleb,Jacobi,,,,white,nonhispanic,M,Medford  Massachusetts  US,582 Harris Wynd,Sudbury,Massachusetts,Middlesex County,,00000,42.39138799542945,-71.43459233587703,11138.44,4204.42,92079
28d71f7f-d3a1-6ef0-9805-5e6294c5f2d3,1999-02-20,,999-65-9468,S99915688,X75756922X,Ms.,Denna,Gleason,,,,white,nonhispanic,F,Lynn  Massachusetts  US,1066 Mitchell Course Unit 82,Boston,Massachusetts,Suffolk County,25025,02131,42.35907414546893,-71.11609208626281,30157.55,470559.60,191419
16edd53e-5409-27bf-549e-6c6216561301,1963-02-08,2014-12-12,999-15-5556,S99961380,X1654258X,Mr.,Germán,Meza,,,M,asian,hispanic,M,Santiago  Santiago Province  CL,1089 O'Keefe Knoll Unit 13,Boston,Massachusetts,Suffolk County,25025,02130,42.307107164854244,-71.01520251748401,51791.91,52432.57,529290
4b94df41-6f66-5e5f-0e29-258e864e232b,2005-11-19,,999-48-9707,S99939606,,,Yen,Hagenes,,,,white,nonhispanic,F,Newton  Massachusetts  US,814 Corwin Club,Southampton,Massachusetts,Hampshire County,,00000,42.223041052878045,-72.76905549317692,17452.07,3077.76,124117
fa3e548c-7dec-ec2f-5a9a-b5f2a76e0fe2,2005-09-14,2014-09-12,999-52-3456,,,,Sherman,McLaughlin,,,,white,nonhispanic,M,Milford  Massachusetts  US,551 Donnelly Passage,Danvers,Massachusetts,Essex County,25009,01923,42.57956323704808,-70.90960714944045,11518.92,6432.65,695492
400351d1-6616-40dd-6b29-d9f9428a42c8,2005-09-14,,999-85-3036,S99981034,,,Burton,Heller,,,,white,nonhispanic,M,Ipswich  Massachusetts  US,214 Vandervort Center Apt 55,Danvers,Massachusetts,Essex County,25009,01937,42.57604384675684,-70.90115027521266,17957.51,15735.95,695492
25bbe93a-fcfc-c797-fecf-ec95443e06aa,1969-02-04,,999-46-5305,S99924258,X54229576X,Mr.,Ignacio,Soliz,,,M,native,hispanic,M,Salisbury  Saint Joseph Parish  DM,293 Grimes Flat,Springfield,Massachusetts,Hampden County,25013,01106,42.16455254860716,-72.52708235928759,51327.42,12179.41,91830
d0377f76-d980-894f-ce8a-8a12f7bcef31,1963-02-08,,999-25-2846,S99927785,X3774097X,Mr.,Benjamín,Ferrer,,,S,asian,hispanic,M,La Paz  Baja California  MX,548 Watsica Vista,Boston,Massachusetts,Suffolk County,25025,02118,42.31607032135321,-71.06611521284374,39712.14,97033.00,529290
402f162a-42bf-1f2f-5812-9323ded9731c,1979-02-02,,999-10-4510,S99966037,X39498408X,Mr.,Delmar,Funk,,,S,white,nonhispanic,M,Worcester  Massachusetts  US,299 Mueller Heights Apt 49,Webster,Massachusetts,Worcester County,25027,01570,42.09562098895448,-71.80179786619426,40348.17,487483.68,126699
d7132b16-3429-7a38-be71-781a6ca815b4,1993-10-25,,999-76-2694,S99942720,X14163459X,Mrs.,Demetrius,Morar,,Kunze,M,white,hispanic,F,Boston  Massachusetts  US,571 Abbott Path,Danvers,Massachusetts,Essex County,25009,01923,42.554445211546195,-70.98730196755227,33419.48,185665.72,82708
e34dc7e4-0e83-dbc3-cb8c-e31f3b76d5fc,1976-09-29,1983-09-28,999-10-9619,,,,Cruz,Cronin,,,,white,nonhispanic,M,Somerville  Massachusetts  US,598 Krajcik Grove,Westwood,Massachusetts,Norfolk County,,00000,42.19264928521526,-71.16714462272644,8752.85,1765.78,111777
c22f970f-63ad-be59-4920-f851e35e060f,2001-07-21,,999-89-7368,S99928183,X30963665X,Mr.,Trenton,Walsh,,,,white,nonhispanic,M,Georgetown  Massachusetts  US,990 Eichmann Key Apt 13,Wakefield,Massachusetts,Middlesex County,25017,01880,42.530374192637936,-71.10283502354233,21039.06,18744.86,83124
04adee49-3839-a9ce-a696-356534dad926,1966-07-01,2012-09-28,999-77-8042,S99919750,X42101946X,Mrs.,Micaela,Gutiérrez,,Toro,M,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,420 Fay Junction,Fitchburg,Massachusetts,Worcester County,25027,01420,42.55437851551276,-71.78455102119209,1177663.25,230363.35,43474
08dc1470-064d-8ba3-05f3-cd208e880152,1967-01-12,,999-62-2833,S99969855,X27580415X,Mrs.,Adelia,Ferry,,Boehm,M,white,nonhispanic,F,Holyoke  Massachusetts  US,955 Wilkinson Skyway Unit 33,Marblehead,Massachusetts,Essex County,25009,01945,42.48100672754484,-70.87484902439067,15775.99,1595317.05,16799
e4c9433c-9788-745d-eff8-04676430988b,1976-09-29,,999-21-4702,S99945180,X3380740X,Mr.,Jamar,Ferry,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,104 Cummings Gardens Suite 80,Westwood,Massachusetts,Norfolk County,,00000,42.249119211665885,-71.22881795007508,40192.90,36464.20,111777
2ef17412-2057-d269-4d50-60b0636ecfbc,1988-01-03,,999-16-7018,S99915538,X87864738X,Mrs.,Karren,Medhurst,,Kunze,M,white,hispanic,F,Arlington  Massachusetts  US,376 Hagenes Path Suite 2,Erving,Massachusetts,Franklin County,,00000,42.634008643454,-72.43260887066884,40255.09,620228.22,95878
f8c47c74-44ca-f75c-1958-7f26e1adf9b2,1992-12-20,,999-63-7286,S99984775,X63321049X,Mr.,Stuart,Dickens,,,S,white,nonhispanic,M,Easton  Massachusetts  US,540 Bashirian Mall Apt 88,Tewksbury,Massachusetts,Middlesex County,,00000,42.578795969417214,-71.22026565501051,34559.97,86935.73,96474
f0b707c5-1888-9c31-718b-454481be7ba7,1966-07-01,,999-85-4595,S99939329,X1005022X,Ms.,Berta,Miramontes,,,S,white,hispanic,F,Salisbury  Saint Joseph Parish  DM,872 White Row Suite 87,Fitchburg,Massachusetts,Worcester County,25027,01420,42.624422177460815,-71.78219543569705,1108854.68,0.00,43474
9085f32f-acb9-a021-3ac8-e01fc4a2191c,1979-10-18,,999-93-2450,S99942972,X28644111X,Mr.,Brady,Rippin,,,M,white,nonhispanic,M,Lawrence  Massachusetts  US,815 Cormier Crossing,Boston,Massachusetts,Suffolk County,25025,02134,42.25124692353347,-71.00397753542374,5652.83,40783.90,16888
7659b2d5-d4ac-0f54-eac5-7fb95747fc75,1973-04-23,,999-16-1631,S99910734,X83082002X,Mr.,Miguel Ángel,Pulido,,,M,white,hispanic,M,Santo Domingo  National District  DO,896 Reynolds Ferry Unit 37,Springfield,Massachusetts,Hampden County,25013,01119,42.21782585916734,-72.55614807026988,7636.05,647980.25,9719
d6fb660c-12e8-416f-3a98-7a959339af73,1968-04-16,2014-09-04,999-98-9684,S99913362,X20280346X,Mrs.,Cassi,Schoen,,Wuckert,M,white,nonhispanic,F,Westfield  Massachusetts  US,447 Senger Parade Suite 3,Sandwich,Massachusetts,Barnstable County,25001,02563,41.69682283551877,-70.47633203219443,504502.22,89702.90,51927
d6939f2a-5395-6a13-45c2-4160cfdd19cb,1981-11-29,,999-46-7253,S99926692,X28224051X,Mr.,Eddie,Sauer,,,M,white,nonhispanic,M,Wareham  Massachusetts  US,916 Rempel Arcade,Haverhill,Massachusetts,Essex County,25009,01835,42.72410790776931,-71.11625146963344,89911.96,758553.61,50456
55171cf4-50d8-93fa-2138-ac08b44b5ead,1986-03-29,,999-20-8254,S99935435,X76581769X,Mr.,Ned,Trantow,,,M,white,nonhispanic,M,Norwood  Massachusetts  US,780 Skiles Mill Unit 90,Orange,Massachusetts,Franklin County,25011,01364,42.64784821310619,-72.30449988571239,35266.19,62229.38,38720
54e1d66f-8e7a-87bd-5348-eb7d389c0b69,1994-07-18,,999-62-5300,S99956960,X82118520X,Mr.,Preston,Flatley,,,M,white,nonhispanic,M,Grafton  Massachusetts  US,891 Stoltenberg Vista,Lowell,Massachusetts,Middlesex County,25017,01851,42.615452258946895,-71.37598001580747,7750.00,84342.27,13810
6ad822f6-e598-3e85-08b0-b1630bfb2848,2011-06-27,,999-14-4340,,,,Arthur,Toy,,,,white,nonhispanic,F,Lowell  Massachusetts  US,605 Hessel Lodge,Andover,Massachusetts,Essex County,25009,01810,42.61325885344974,-71.11238774680135,14222.47,8332.09,52437
5de367f4-14cc-1cad-9bd0-4f06e7078b38,1995-03-29,2021-03-03,999-53-8189,S99934327,X39829780X,Mr.,Dominic,Crist,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,253 Medhurst Ranch Suite 0,Foxborough,Massachusetts,Norfolk County,25021,02035,42.107421236941825,-71.25174225499383,25272.05,135547.02,904472
5aab1681-aa53-fa00-3680-b5a80a707759,1989-04-10,,999-32-4264,S99956103,X87385387X,Mrs.,Christal,Klein,,Marvin,M,white,nonhispanic,F,Fitchburg  Massachusetts  US,292 Weimann Plaza Apt 30,Middleborough,Massachusetts,Plymouth County,,00000,41.915173950604384,-70.85489354699973,8735.55,500260.00,14225
4175416a-febd-f86f-cac7-aff203b1eaf9,1990-08-29,,999-80-3629,S99930510,X18287187X,Mr.,Buddy,Rath,,,M,white,nonhispanic,M,Revere  Massachusetts  US,597 Conroy Arcade,Boston,Massachusetts,Suffolk County,25025,02120,42.43621107296637,-71.00627651299772,25439.66,15596.86,86772
2838449b-9947-c70f-a644-ad918c554708,1995-03-29,,999-77-8181,S99929421,X84932656X,Mr.,Sheldon,Effertz,,,S,white,nonhispanic,M,Holden  Massachusetts  US,398 Wyman Promenade,Foxborough,Massachusetts,Norfolk County,25021,02035,42.0229602954497,-71.26900490691312,30504.22,2649.56,904472
18a6004c-0199-77f6-080d-69cd4ca5d4fa,1992-11-05,,999-65-4778,S99988601,X39878487X,Mr.,Jeremy,Rath,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1089 Lesch Hollow,Granby,Massachusetts,Hampshire County,25015,01033,42.20636266348526,-72.50519514734698,26809.57,24016.34,132387
7a37429d-b9ea-8a6e-161e-8d08a9682d04,2011-05-18,,999-99-1584,,,,Elba,Ryan,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,108 Senger Green Apt 52,Charlton,Massachusetts,Worcester County,,00000,42.15802453505352,-71.99210211915613,11221.78,13640.60,184078
0d7736a0-6233-5076-69a7-e99fcedd1fbd,2004-12-16,,999-89-8350,S99915244,,,Tanner,Kautzer,,,,white,nonhispanic,M,Rockport  Massachusetts  US,588 Kilback Gardens Apt 68,Peabody,Massachusetts,Essex County,25009,01940,42.57208100765231,-70.99881757192556,18282.26,4748.43,138791
518f49eb-e9ed-29e4-9406-386c767e35a9,1968-04-16,2011-11-09,999-79-3696,S99972816,X54577635X,Mrs.,Ester,Wintheiser,,West,M,white,nonhispanic,F,Charlton  Massachusetts  US,173 Murazik Highlands,Sandwich,Massachusetts,Barnstable County,25001,02563,41.76122399358068,-70.50829638935743,1371287.84,153066.21,51927
22ad893a-a9ad-2683-3827-4dce1fc4eaf3,1996-05-13,,999-84-6503,S99938602,X89331989X,Mr.,Clay,Dickens,,,,white,nonhispanic,M,Worcester  Massachusetts  US,551 Treutel Esplanade Suite 75,Wilmington,Massachusetts,Middlesex County,25017,01887,42.55220498273884,-71.18317595945734,27570.12,10443.53,21658
83ce7207-bb35-238d-428c-3fa1c096ccfc,1968-05-01,,999-72-8333,S99944483,X71379155X,Ms.,Rossie,Ziemann,,,S,other,hispanic,F,Sharon  Massachusetts  US,383 Smitham Viaduct Suite 73,Lynn,Massachusetts,Essex County,25009,01906,42.43194713968257,-70.98345710238533,14235.55,1365776.86,7448
7125de26-99b0-e948-3f75-604f284bcf6a,1997-06-08,,999-22-6590,S99957353,X75304468X,Ms.,Michal,Nitzsche,,,,white,nonhispanic,F,Southbridge  Massachusetts  US,127 Schuster Club Apt 90,Duxbury,Massachusetts,Plymouth County,25023,02332,42.04622311123246,-70.7017921992822,181261.02,112156.03,36241
efc5a566-b7ff-6fdd-f569-7131d45f4a91,1968-04-16,,999-42-9257,S99957563,X3371078X,Mrs.,Tania,Dibbert,,Paucek,M,white,nonhispanic,F,Norton Center  Massachusetts  US,329 Welch Trailer Apt 0,Sandwich,Massachusetts,Barnstable County,25001,02563,41.74204676289739,-70.52745575375997,562489.35,746604.91,51927
87e35de7-b999-29b8-b24d-054e3a6417d7,1995-02-16,,999-25-5588,S99994230,X57324651X,Mrs.,Noma,Runte,,Gusikowski,M,white,nonhispanic,F,Billerica  Massachusetts  US,1015 Bradtke Corner,Burlington,Massachusetts,Middlesex County,25017,01803,42.45999565656766,-71.27247671187214,13406.18,1435432.71,16619
0abd9ed5-5f2b-d919-383d-ad399aed7d63,1987-11-09,,999-82-7586,S99914202,X56806653X,Mr.,Reyes,Langworth,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,357 Nitzsche Junction,Amherst,Massachusetts,Hampshire County,,00000,42.3627073859446,-72.54738397715745,40982.77,225491.47,110904
9635b000-c7a4-1008-969d-d13125ab3a30,1982-03-26,,999-35-4829,S99998898,X59835917X,Mr.,Samuel,Sauer,,,M,white,nonhispanic,M,Boston  Massachusetts  US,464 Ullrich Branch Suite 89,Rutland,Massachusetts,Worcester County,25027,01543,42.373526703389615,-72.01292481032051,54836.71,9665.65,35081
5ed37a08-7437-325a-8f07-17265d588e07,1991-10-27,,999-28-8669,S99938300,X36101265X,Mrs.,Dianna,Harber,,Wiza,M,white,nonhispanic,F,Boston  Massachusetts  US,367 Marquardt Frontage road,Boston,Massachusetts,Suffolk County,25025,02135,42.275324080574656,-71.09080282786196,265436.97,312805.24,508
5ced78d5-ed69-df49-de42-35df96bf6eef,2002-07-10,,999-45-5481,S99953924,X33614759X,Mr.,Mohammad,Auer,,,,white,nonhispanic,M,Taunton  Massachusetts  US,194 Gusikowski Road,Sharon,Massachusetts,Norfolk County,25021,02067,42.12341672444687,-71.22320502704211,25032.25,9161.08,122170
e158b894-5609-5f0d-b64c-80a340c6c728,1972-12-06,,999-73-8855,S99924205,X89609783X,Mrs.,Tori,Pagac,,Lynch,M,white,nonhispanic,F,Yarmouth  Massachusetts  US,338 Crist Manor,Somerville,Massachusetts,Middlesex County,25017,02138,42.41696846172526,-71.170098728584,19200.00,732159.84,7247
11833c2c-2a95-7279-4663-3b7a89e925cb,1995-11-02,,999-58-4394,S99974396,X966182X,Mrs.,Sherrell,MacGyver,,Osinski,M,asian,nonhispanic,F,Daegu  Daegu  KR,807 Howell Underpass,Hudson,Massachusetts,Middlesex County,25017,01749,42.40176703525022,-71.51750149469305,33511.31,346480.73,112787
a4497dd4-755b-7a14-7f11-50228907f03d,1995-07-14,,999-94-4170,S99954259,X36903393X,Mr.,Pedro,Hills,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,328 Zulauf Center,Bellingham,Massachusetts,Norfolk County,25021,02019,42.03312012337961,-71.47887766848847,35723.94,43289.06,70467
79c6ecce-550b-8130-8d2f-8e4f0db9226b,1998-06-25,,999-21-9864,S99973175,X37268780X,Mr.,Rocco,Langosh,,,,white,nonhispanic,M,Boston  Massachusetts  US,257 Grady Alley,Milford,Massachusetts,Worcester County,25027,01757,42.19972639239501,-71.5476427536414,34465.25,49583.29,42993
1ce7864e-b402-337b-cd5e-28ce5b165532,2001-03-01,,999-49-8048,S99981530,X879349X,Mr.,Monty,Parisian,,,,white,nonhispanic,M,Framingham  Massachusetts  US,609 Morar Mews Suite 56,North Andover,Massachusetts,Essex County,,00000,42.649616058617724,-71.1133268318375,25901.92,21276.79,192026
fae63085-40db-c80d-a2f0-ed93f1e95951,1989-07-16,,999-24-8903,S99918567,X14460539X,Mrs.,Alease,Olson,,Murphy,M,white,nonhispanic,F,Chicopee  Massachusetts  US,1025 Schowalter Annex Unit 91,Saugus,Massachusetts,Essex County,25009,01906,42.50226167753548,-71.03910908299395,49893.86,847262.12,64518
f6d16816-fad2-9ab1-8add-501ae9a0914b,2001-03-15,,999-85-6801,S99984604,X79361306X,Mr.,Josue,Cruickshank,,,,white,nonhispanic,M,Boston  Massachusetts  US,222 Wehner Road Apt 57,Hull,Massachusetts,Plymouth County,25023,02045,42.26612859802431,-70.88007329984246,23086.65,14209.37,79776
ad7f91d7-653f-8a63-a62f-942b6d73b380,1988-10-14,,999-67-4458,S99989666,X88215551X,Mrs.,Chanel,Runte,,Toy,M,white,nonhispanic,F,Truro  Massachusetts  US,597 Cummings Track,Yarmouth Port,Massachusetts,Barnstable County,25001,02675,41.687912212911485,-70.19437852375248,53179.61,926374.47,56935
a5889415-30d4-2332-2b15-58af5dfd7672,2005-03-24,,999-86-7165,S99967662,,,Dean,Lynch,,,,white,nonhispanic,M,Westborough  Massachusetts  US,260 Walker Walk Unit 11,Mansfield,Massachusetts,Bristol County,,00000,41.97760854069192,-71.24133341410993,14039.25,7319.15,20026
e2189ee1-b39c-cf7e-9d30-766c677a5942,1994-05-27,,999-96-8290,S99999197,X80610634X,Mr.,Dylan,Parisian,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,754 Kirlin Extension Suite 17,Lynn,Massachusetts,Essex County,25009,01905,42.48877360316393,-71.03533080204001,92358.07,0.00,34468
9afaec24-f58f-17ea-ce90-7d7c34bb3096,1986-09-28,,999-87-1815,S99940802,X75688861X,Mrs.,Colette,Kuhn,,Hodkiewicz,M,white,nonhispanic,F,Peabody  Massachusetts  US,729 Goodwin Loaf,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.93996145921798,-70.967985532415,48501.72,470593.77,71597
08d860d1-77f3-8240-bda6-b893d6ad6c3b,2010-04-17,,999-63-1322,,,,Trey,Fahey,,,,white,nonhispanic,M,Hanover  Massachusetts  US,381 Miller Underpass Unit 97,Holliston,Massachusetts,Middlesex County,,00000,42.19984159020751,-71.48956184256244,13959.32,7168.63,106822
8fe69acc-f1b4-444d-6f6d-78669811bebf,1999-07-29,,999-53-2706,S99948926,X57131217X,Ms.,Shenita,Oberbrunner,,,,white,nonhispanic,F,Boston  Massachusetts  US,467 Bechtelar Meadow Suite 83,Acushnet Center,Massachusetts,Bristol County,,00000,41.67443157473874,-70.86354814791788,27442.50,352876.37,89139
6bf25bef-2691-8071-5af2-9e45b9d7b1d6,1990-10-20,2016-12-03,999-41-5951,S99999570,X23010300X,Ms.,Karren,Raynor,,,,white,nonhispanic,F,Somerville  Massachusetts  US,863 Jacobs Viaduct,Mansfield,Massachusetts,Bristol County,,00000,42.01046497392022,-71.25358672834936,9800.00,594126.41,15627
1c6034ff-b8e4-8ef5-d0f4-61b5ab5c176a,2002-08-23,,999-82-2436,S99975884,X88091201X,Mr.,Francesco,Labadie,,,,asian,nonhispanic,M,Cambridge  Massachusetts  US,945 Konopelski Passage,Boston,Massachusetts,Suffolk County,25025,02131,42.247704533645,-71.09703852701708,20908.64,28439.49,24416
4501804f-3ec9-6909-95a2-a96e63fada41,1979-06-16,,999-37-1721,S99931869,X4530487X,Mrs.,Farah,Baumbach,,Gusikowski,M,white,nonhispanic,F,Peabody  Massachusetts  US,1036 Rath Heights Unit 47,North Adams,Massachusetts,Berkshire County,25003,01247,42.644752439443145,-73.11617597710074,59184.47,1059827.96,72590
28fff5c8-11c7-b616-b49a-2a725b4264f0,1999-02-18,,999-78-9249,S99975882,X63682507X,Mr.,Judson,Luettgen,,,,white,nonhispanic,M,Littleton  Massachusetts  US,820 Wilderman Quay Apt 61,Milford,Massachusetts,Worcester County,25027,01757,42.19537020915009,-71.48565695327815,41021.88,23563.53,48361
3eb1ae69-c2e8-3a58-5dc5-a10773c2be87,1999-08-08,,999-63-5083,S99972777,X82916818X,Mr.,Errol,Paucek,,,,other,nonhispanic,M,Rockport  Massachusetts  US,1029 Raynor Dale,Westwood,Massachusetts,Norfolk County,,00000,42.182824385089155,-71.2374751090102,28984.45,317307.93,55010
1add3fa0-d4c5-fdfa-aab8-81e1d2d24f5e,1990-10-20,,999-56-3198,S99992739,X4389392X,Mrs.,Doretta,Kuhic,,Jacobs,M,white,nonhispanic,F,Randolph  Massachusetts  US,414 Jacobson Trailer Suite 85,Mansfield,Massachusetts,Bristol County,,00000,41.96886396078155,-71.20229135723127,21814.69,2417346.18,15627
f0c029c7-8ca1-33ff-e4b9-920461c9a15a,1971-01-08,,999-78-3739,S99957532,X17192169X,Mrs.,Shaquita,Maggio,,Johns,M,white,nonhispanic,F,Swampscott  Massachusetts  US,906 Veum Meadow Suite 47,Clinton,Massachusetts,Worcester County,25027,01510,42.40982799082865,-71.70614021404809,268325.07,0.00,51835
a3e33ab5-4a14-2af8-ae9b-af67ef5ac801,1974-09-03,,999-57-4016,S99985189,X52864318X,Mrs.,Leisa,Ortiz,,Ankunding,M,white,nonhispanic,F,Wayland  Massachusetts  US,203 Langosh Approach,Lowell,Massachusetts,Middlesex County,25017,01854,42.59311879820896,-71.30773727001747,68151.87,1189962.31,113665
4286d15e-e406-2b47-ea96-48c9de472338,1975-02-05,1982-02-03,999-18-3878,,,,Demarcus,Rogahn,,,,black,nonhispanic,M,Southwick  Massachusetts  US,350 Hermiston Wall Unit 13,Belmont,Massachusetts,Middlesex County,25017,02138,42.36143138225625,-71.13007529290373,9999.50,37529.88,288149
6d2144c3-416b-8e5c-8e06-8f222eacfc3d,1981-02-03,2001-04-20,999-14-4102,S99925748,X43835395X,Ms.,Donella,Keebler,,,,white,nonhispanic,F,Ludlow  Massachusetts  US,917 Kshlerin Fork Suite 70,Norfolk,Massachusetts,Norfolk County,,00000,42.14439646915838,-71.27953009185845,65536.29,258324.84,21452
e1ef5e61-6054-6331-9e38-1aa109870389,2005-02-11,,999-48-2726,S99947450,,,Ira,Maggio,,,,white,nonhispanic,M,Boston  Massachusetts  US,655 Bednar Trafficway Apt 69,Brookfield,Massachusetts,Worcester County,25027,01506,42.13886946352361,-72.114073726521,20604.26,31822.20,54159
ff5514a2-c042-bce1-1ca0-189e429f305f,1981-02-03,,999-27-3378,S99921332,X37115149X,Mrs.,Lawrence,Daugherty,,Weimann,M,white,nonhispanic,F,Lowell  Massachusetts  US,983 Stoltenberg Byway Unit 6,Norfolk,Massachusetts,Norfolk County,,00000,42.09128723621753,-71.28708014742627,268008.73,570251.89,21452
9dab96c4-01ee-e3b7-1caa-d380ad5b727b,1975-02-05,,999-84-2983,S99931135,X89910279X,Mr.,Cristopher,Bogisich,JD,,M,black,nonhispanic,M,Springfield  Massachusetts  US,471 Hirthe Village,Belmont,Massachusetts,Middlesex County,25017,02472,42.42127723220769,-71.13883482896361,40787.98,31855.96,288149
de5c3811-8251-1272-0ee2-2b49b4c68fe6,1986-05-10,,999-42-5805,S99951011,X79862607X,Mr.,Lyndon,Wolff,,,M,white,nonhispanic,M,Franklin  Massachusetts  US,797 Sporer Loaf Apt 44,Chicopee,Massachusetts,Hampden County,25013,01013,42.23712988314327,-72.52524302070063,28999.96,22630.13,90133
3b64911b-193a-1faf-1962-858f1fb64dc0,2006-03-29,,999-47-2783,S99929851,,,Carl,Fisher,,,,white,hispanic,M,Swansea  Massachusetts  US,338 Johns Ville Unit 79,Framingham,Massachusetts,Middlesex County,25017,01702,42.34536830770318,-71.41714769877791,17680.86,5110.09,33602
31694746-a2ca-f24d-b137-9d38c1ece060,2012-05-13,,999-16-1317,,,,Stanford,Sauer,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,287 Jakubowski Ville Suite 78,Worcester,Massachusetts,Worcester County,25027,01545,42.402904322472594,-71.823644735142,11263.25,4715.35,49387
7ac35ce4-9a41-ab43-8e9e-e1f684428ef6,1972-07-14,,999-87-8547,S99916880,X86289658X,Ms.,Kamilah,Davis,,,S,white,nonhispanic,F,Hanover  Massachusetts  US,100 Herman Trace,Waltham,Massachusetts,Middlesex County,25017,02451,42.435319184833425,-71.21675889466606,61962.25,864110.57,404085
ce9f4463-d048-cc81-411a-58ae17855d1a,2012-03-11,,999-23-2195,,,,Van,MacGyver,,,,asian,nonhispanic,F,Worcester  Massachusetts  US,239 Sporer Ferry Suite 43,Granby,Massachusetts,Hampshire County,25015,01033,42.247582347142135,-72.48845975415708,15731.06,87684.21,40737
57a00a8a-307d-b78c-e9e2-6ddfa77bfb7f,2001-10-16,,999-34-6920,S99965078,X45154587X,Ms.,Madeleine,Torp,,,,white,nonhispanic,F,Wrentham  Massachusetts  US,905 Gleason Orchard,Concord,Massachusetts,Middlesex County,,00000,42.42488180761653,-71.32904524838334,25709.63,74574.10,163951
12774bc2-37e8-f1e2-b84e-f326557689ca,2003-09-11,,999-31-9709,S99991029,,Ms.,Concepción,Orellana,,,,white,hispanic,F,Carolina  Puerto Rico  PR,1041 Frami Green,Worcester,Massachusetts,Worcester County,25027,01606,42.31823302876254,-71.83141332013005,59817.69,0.00,36548
14896b52-6a94-b780-ab27-0c8bb01c1a1c,2000-08-14,,999-14-9768,S99994115,X15120796X,Ms.,Cayla,Johns,,,,white,nonhispanic,F,Plymouth  Massachusetts  US,922 Haag Flat,Medford,Massachusetts,Middlesex County,25017,02155,42.472063243688225,-71.11149922270226,25869.73,94626.32,120744
e2d1854d-ee6c-def7-46ea-9f5fc5053ce0,1998-08-21,,999-20-3774,S99975933,X44519710X,Mr.,Lorenzo,Bauch,,,,white,nonhispanic,M,Revere  Massachusetts  US,1007 Huels Knoll,Saugus,Massachusetts,Essex County,25009,01906,42.478294202459146,-70.98625418650848,7950.00,834996.59,2738
e0c90508-4693-5d70-7436-853681b3a367,2002-11-01,,999-97-5503,S99999599,X5132008X,Mr.,Caleb,Yost,,,,white,nonhispanic,M,Longmeadow  Massachusetts  US,707 Reynolds Common,Malden,Massachusetts,Middlesex County,25017,02148,42.402785099245385,-71.09683612025106,21588.27,8553.18,173239
99e87d08-a36a-4fcd-c8a2-65c3a5afa84d,1980-03-06,,999-83-2525,S99919513,X55330205X,Ms.,Mittie,Jacobs,,,S,white,nonhispanic,F,Amesbury  Massachusetts  US,748 Kunde Common Apt 98,Pembroke,Massachusetts,Plymouth County,,00000,42.091241405242904,-70.75772554770597,54660.17,739996.62,114721
a5043d78-bb20-5a7e-bfc7-9ac23ee42b9e,1972-02-22,,999-37-8064,S99974976,X16321674X,Mrs.,Adina,Armstrong,,Bradtke,M,white,nonhispanic,F,Plymouth  Massachusetts  US,799 Steuber Drive Apt 56,Fall River,Massachusetts,Bristol County,25005,02747,41.70392758479726,-71.16243460997467,13883.49,1190657.52,9872
9609934f-3494-1fa8-00d1-fc2cb1cbfc2a,1998-02-09,,999-55-4772,S99958436,X12965395X,Mr.,Alonzo,Gleichner,,,,white,nonhispanic,M,Framingham  Massachusetts  US,614 Pacocha Stravenue Unit 6,Boston,Massachusetts,Suffolk County,25025,02121,42.391016651212574,-71.12227389855504,31687.77,17690.93,67514
